# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247059		1.322175328704481
1.0		1.0		1.0		-1		247060		1.2628306344209603
1.0		1.0		1.0		-1		247061		1.1549907040276624
1.0		1.0		1.0		-1		247062		1.1818670767554367
1.0		1.0		1.0		-1		247063		1.1119591517160268
1.0		1.0		1.0		-1		247064		1.1931027302378339
1.0		1.0		1.0		-1		247065		1.1556956424220584
1.0		1.0		1.0		-1		247066		1.195788965177555
1.0		1.0		1.0		-1		247067		1.2149372654634056
1.0		1.0		1.0		-1		247068		1.2548812933348608
1.0		1.0		1.0		-1		247069		1.1852720591766281
1.0		1.0		1.0		-1		247070		1.1508947464946682
1.0		1.0		1.0		-1		247071		1.3755890921684442
1.0		1.0		1.0		-1		247072		1.2297468177262036
1.0		1.0		1.0		-1		247073		1.3124198268949405
1.0		1.0		1.0		-1		247074		1.2744492636023397
1.0		1.0		1.0		-1		247075		1.2085708812172395
1.0		1.0		1.0		-1		247076		1.1981377884255382
1.0		1.0		1.0		-1		247077		1.2084282813287461
1.0		1.0		1.0		-1		247078		1.2259695700178566
1.0		1.0		1.0		-1		247079		1.410844584622885
1.0		1.0		1.0		-1		247080		1.534008792840166
1.0		1.0		1.0		-1		247081		1.2656405481672066
1.0		1.0		1.0		-1		247082		1.241391070277512
1.0		1.0		1.0		-1		247083		1.1792799320489242
1.0		1.0		1.0		-1		247084		1.3146150758241915
1.0		1.0		1.0		-1		247085		1.2321597633353
1.0		1.0		1.0		-1		247086		1.2059473582375677
1.0		1.0		1.0		-1		247087		1.3287437028841291
1.0		1.0		1.0		-1		247088		1.3530616674361946
1.0		1.0		1.0		-1		247089		1.2798306003981814
1.0		1.0		1.0		-1		247090		1.2134513346956965
1.0		1.0		1.0		-1		247091		1.3963585747862814
1.0		1.0		1.0		-1		247092		1.2999153936106482
1.0		1.0		1.0		-1		247093		1.2968013866466215
1.0		1.0		1.0		-1		247094		1.309160738768028
1.0		1.0		1.0		-1		247095		1.2227372671915269
1.0		1.0		1.0		-1		247096		1.389186134933398
1.0		1.0		1.0		-1		247097		0.9807036905998655
1.0		1.0		1.0		-1		247098		1.2849232640772532
1.0		1.0		1.0		-1		247099		1.152824044795381
1.0		1.0		1.0		-1		247100		1.2007711532023875

#***************************************************************************
#
# original cross-section: 1.2474509000000114
#     scale variation: +34.6% -24.1%
#     central scheme variation: +0.00345% -26.4%
# PDF variation: +7.84% -7.84%
#
# dynamical scheme # 1 : 1.22295 +36% -24.6% # \sum ET
# dynamical scheme # 2 : 0.946385 +31.8% -22.7% # \sum\sqrt{m^2+pt^2}
# dynamical scheme # 3 : 1.24749 +34.6% -24.1% # 0.5 \sum\sqrt{m^2+pt^2}
# dynamical scheme # 4 : 0.918178 +31.5% -22.6% # \sqrt{\hat s}
#***************************************************************************
